Word,Pronunciation
clash,klæʃ
classrooms,ˈklæsˌrumz
clenched,klɛntʃt
clerk's,klɝks
cliches,kliˈʃeɪz
clifford,ˈklɪ.fɚd
clothed,kloʊðd
clubhouse,ˈklʌbˌhaʊs
clusters,ˈklʌs.tɚz
clutch,klʌtʃ
co,koʊ
coaches,ˈkoʊ.tʃɪz
cock,kɑk
coe,koʊ
coherent,koʊˈhɪ.rənt
coincides,ˌkoʊ.ɪnˈsaɪdz
colder,ˈkoʊl.dɚ
collects,ˈkɑˌlɛkts
columnist,ˈkɑ.ləm.nəst
comedian,kəˈmi.di.ən
comforts,ˈkʌm.fɚts
commendable,kəˈmɛn.də.bəl
commenting,ˈkɑ.mɛn.tɪŋ
committing,kəˈmɪ.tɪŋ
communes,ˈkɑm.junz
commuting,kəmˈju.tɪŋ
compassion,kəmˈpæ.ʃən
competently,ˈkɑm.pə.tɪnt.li
complaining,kəmˈpleɪ.nɪŋ
completes,kəmˈplits
complications,ˌkɑm.pləˈkeɪ.ʃənz
comply,kəmˈplaɪ
comprehend,ˌkɑm.priˈhɛnd
computers,kəmˈpju.tɚz
concertos,kənˈtʃɛr.toʊz
conchita,kənˈtʃi.tə
conditioners,kənˈdɪ.ʃə.nɚz
conductivity,ˌkɑnˌdʌkˈtɪ.və.ti
conferred,kənˈfɝd
conforms,kənˈfɔrmz
confronts,kənˈfrʌnts
confuse,kənˈfjuz
conjugated,ˈkɑn.dʒəˌgeɪ.tɪd
connotation,ˌkɑ.nəˈteɪ.ʃən
constable,ˈkɑn.stə.bəl
constancy,ˈkɑn.stən.si
constituent,kənˈstɪ.tʃu.ənt
consuming,kənˈsu.mɪŋ
contemplated,ˈkɑn.təmˌpleɪ.tɪd
contends,kənˈtɛndz
contestants,kənˈtɛs.tənts
contingencies,kənˈtɪn.dʒən.siz
continual,kənˈtɪn.ju.əl
contradictions,ˌkɑn.trəˈdɪk.ʃənz
converse,kənˈvɝs
converts,ˈkɑnˌvɝts
coolly,ˈku.li
coolness,ˈkul.nəs
coordinator,koʊˈɔr.dəˌneɪ.tɚ
coral,ˈkɔ.rəl
corinthian,kɚˈɪn.θi.ən
cornell,kɔrˈnɛl
coroner,ˈkɔ.rə.nɚ
corporation's,ˌkɔr.pɚˈeɪ.ʃənz
corpses,ˈkɔrp.səz
corral,kɚˈæl
correction,kəˈrɛk.ʃən
correspondents,ˌkɔ.rəˈspɑn.dənts
corruptible,kɚˈʌp.tɪ.bəl
councilman,ˈkaʊn.səl.mən
counterpoint,ˈkaʊ.nɚˌpɔɪnt
coupler,ˈkʌ.plɚ
courtier,ˈkɔr.ti.ɚ
cox,kɑks
craftsmanship,ˈkræfts.mənˌʃɪp
crane,kreɪn
craters,ˈkreɪ.tɚz
creaking,ˈkri.kɪŋ
crib,krɪb
criticality,ˌkrɪ.təˈkæ.lə.ti
critically,ˈkrɪ.tɪ.kə.li
cropped,krɑpt
crosby,ˈkrɔz.bi
crowding,ˈkraʊ.dɪŋ
crystalline,ˈkrɪs.təˌlaɪn
cubans,ˈkju.bənz
culminates,ˈkʌl.mɪˌneɪts
culturally,ˈkʌl.tʃɚ.ə.li
cunard,ˈkju.nɚd
cunning,ˈkʌ.nɪŋ
cunningham,ˈkʌ.nɪŋˌhæm
curly,ˈkɝ.li
curvature,ˈkɝ.və.tʃɚ
custer,ˈkʌs.tɚ
cute,kjut
czechoslovakia,ˌtʃɛ.kə.sloʊˈvɑ.ki.ə
dale,deɪl
dares,dɛrz
deacon,ˈdi.kən
debated,dəˈbeɪ.tɪd
debutante,ˈdɛb.jə.tɑnt
deceived,dɪˈsivd
decisively,dɪˈsaɪ.sɪv.li
decorator,ˈdɛ.kəˌreɪ.tɚ
decrees,dɪˈkriz
deductible,dɪˈdʌk.tə.bəl
deference,ˈdɛ.fɚ.əns
defines,dɪˈfaɪnz
definitive,dɪˈfɪ.nɪ.tɪv
deformation,ˌdi.fɔrˈmeɪ.ʃən
delhi,ˈdɛ.li
delicacy,ˈdɛ.lə.kə.si
denoting,dɪˈnoʊ.tɪŋ
denounce,dɪˈnaʊns
depressing,dɪˈprɛ.sɪŋ
deserts,ˈdɛ.zɚts
designate,ˈdɛ.zəgˌneɪt
desiring,dɪˈzaɪ.ɚ.ɪŋ
desolation,ˌdɛ.səˈleɪ.ʃən
despotism,ˈdɛs.pəˌtɪ.zəm
devastating,ˈdɛ.vəˌsteɪ.tɪŋ
developer,dɪˈvɛ.lə.pɚ
devey,dɪˈveɪ
devil's,ˈdɛ.vəlz
dictated,dɪkˈteɪ.təd
diego,diˈeɪ.goʊ
dietrich,ˈdi.trɪk
differentiated,ˌdɪ.fɚˈɛn.tʃiˌeɪ.təd
dingy,ˈdɪn.dʒi
diocesan,daɪˈɑ.sə.sən
diplomat,ˈdɪ.pləˌmæt
dipole,ˈdaɪˌpoʊl
directs,daɪˈrɛkts
disability,dɪ.səˈbɪ.lɪ.tiz
disappearing,ˌdɪ.səˈpɪ.rɪŋ
disciples,dɪˈsaɪ.pəlz
discounts,ˈdɪsˌkaʊnts
discouraging,dɪˈskɝ.ə.dʒɪŋ
discrepancies,dɪsˈkrɛ.pən.siz
disfigured,dɪsˈfɪg.jɚd
disguise,dɪsˈgaɪz
disintegration,dɪˌsɪ.nəˈgreɪ.ʃən
disinterested,dɪˈsɪn.rɪ.stɪd
dismay,dɪsˈmeɪ
dismiss,dɪsˈmɪs
disorganized,dɪˈsɔr.gəˌnaɪzd
dispatched,dɪˈspætʃt
dispose,dɪˈspoʊz
disrupt,dɪsˈrʌpt
disrupted,dɪsˈrʌp.tɪd
dissent,dɪˈsɛnt
distinguishes,dɪˈstɪŋ.gwɪ.ʃɪz
distracted,dɪˈstræk.tɪd
diurnal,daɪˈɝ.nəl
dived,daɪvd
diving,ˈdaɪ.vɪŋ
divisive,dɪˈvaɪ.sɪv
dizzy,ˈdɪ.zi
doctrines,ˈdɑk.trənz
dodgers,ˈdɑ.dʒɚz
dolce,ˈdoʊlˌtʃeɪ
donor,ˈdoʊ.nɚ
donors,ˈdoʊ.nɚz
doris,ˈdɑ.rəs
dormant,ˈdɔr.mənt
downed,daʊnd
downfall,ˈdaʊnˌfɔl
downs,daʊnz
downstream,ˌdaʊnˈstrim
dozed,doʊzd
drab,dræb
drafted,ˈdræf.tɪd
drains,dreɪnz
drawers,drɔrz
drilled,drɪld
driver's,ˈdraɪ.vɚz
drizzle,ˈdrɪ.zəl
drought,draʊt
drugged,drʌgd
drugstore,ˈdrʌgˌstɔr
ducked,dʌkt
duel,ˈdu.əl
dupont,ˈdu.pɑnt
dynamite,ˈdaɪ.nəˌmaɪt
dynasty,ˈdaɪ.nə.sti
eagle,ˈi.gəl
easel,ˈi.zəl
eastwick,ˈistˌwɪk
economists,ɪˈkɑ.nə.mɪs
edging,ˈɛ.dʒɪŋ
edible,ˈɛ.də.bəl
editing,ˈɛ.dɪ.tɪŋ
edward's,ˈɛd.wɚdz
egyptian,ɪˈdʒɪp.ʃən
elapsed,ɪˈlæpst
elasticity,ˌiˌlæˈstɪ.sə.ti
eldest,ˈɛl.dəst
electrode,ɪˈlɛk.troʊd
electrophoresis,ɪ.lɛk.troʊ.fɔˌrɪ.sɪs
elliott,ˈɛ.li.ət
elman,ˈɛl.mən
elongated,ɪˈlɔŋ.geɪ.təd
embark,ɛmˈbɑrk
embroidered,ɛmˈbrɔɪ.dɚd
emile,eɪˈmil
emmett,ˈɛ.mɪt
empirically,ɛmˈpɪ.rɪ.kə.li
enchanted,ɛnˈtʃæ.nɪd
encourages,ɛnˈkɝ.ɪ.dʒɪz
encroachment,ɛnˈkroʊtʃ.mənt
endeavors,ɪnˈdɛ.vɚz
enforcing,ɛnˈfɔr.sɪŋ
englander,ˈɪŋ.glən.dɚ
engulfed,ɪnˈgʌlft
enhance,ɛnˈhæns
enhanced,ɛnˈhænst
enjoined,ɛnˈdʒɔɪnd
enlist,ɛnˈlɪst
enrich,ɛnˈrɪtʃ
enroll,ɛnˈroʊl
ensued,ɪnˈsud
entail,ɛnˈteɪl
enterprising,ˈɛ.nɚˌpraɪ.zɪŋ
enthusiastically,ɪnˌθu.ziˈæs.tɪ.kli
entitle,ɛnˈtaɪ.təl
entrenched,ɛnˈtrɛntʃt
envied,ˈɛn.vid
equated,ɪˈkweɪ.tɪd
erection,ɪˈrɛk.ʃən
ernst,ɝnst
escaping,ɪˈskeɪ.pɪŋ
escorted,ɛˈskɔr.tɪd
espionage,ˈɛs.pi.ə.nɑdʒ
estates,ɪˈsteɪts
esteem,əˈstim
europeans,ˌjʊ.rəˈpi.ənz
evacuation,ɪˌvæk.jəˈweɪ.ʃən
evaluations,ɪˌvæl.juˈeɪ.ʃənz
evangelical,ˌi.vænˈdʒɛ.lɪ.kəl
evasive,ɪˈveɪ.zɪv
evidences,ˈɛ.və.dən.səz
evokes,ɪˈvoʊks
evolve,ɪˈvɑlv
exaggeration,ɪgˌzæ.dʒɚˈeɪ.ʃən
exasperation,ɪgˌzæ.spɚˈeɪ.ʃən
exceeded,ɪkˈsi.dɪd
excellently,ˈɛk.sə.lənt.li
excerpts,ɛgˈzɝpts
exchanges,ɪksˈtʃeɪn.dʒəz
exchequer,ˈɛksˌtʃɛ.kɚ
exempt,ɪgˈzɛmpt
existent,ɛgˈzɪs.tənt
expanse,ɪkˈspæns
expelled,ɪkˈspɛld
experimenter,ɪkˈspɛ.rəˌmɛn.tɚ
expired,ɪkˈspaɪrd
exploitation,ˌɛksˌplɔɪˈteɪ.ʃən
exploring,ɪksˈplɔ.rɪŋ
extant,ˈɛk.stənt
extraction,ɛkˈstræk.ʃən
extravagant,ɛkˈstræ.və.gənt
faber,ˈfeɪ.bɚ
facilitate,fəˈsɪ.ləˌteɪt
faction,ˈfæk.ʃən
faculties,ˈfæ.kəl.tiz
fading,ˈfeɪ.dɪŋ
fairway,ˈfɛrˌweɪ
faithfully,ˈfeɪθ.fə.li
famed,feɪmd
fanning,ˈfæ.nɪŋ
farouk,fəˈruk
fashions,ˈfæ.ʃənz
favre,ˈfeɪ.vɚ
fearing,ˈfɪ.rɪŋ
fertile,fɚˈtaɪl
fervent,ˈfɝ.vənt
fiberglas,ˈfaɪ.bɚˌglæs
fibrous,ˈfaɪ.brəs
figurative,ˈfɪg.jɚ.ə.tɪv
fills,fɪlz
fins,fɪnz
firemen,ˈfaɪr.mən
fireworks,ˈfaɪɚˌwɝks
fisher,ˈfɪ.ʃɚ
fisherman,ˈfɪ.ʃɚˌmæn
fiske,fɪsk
fission,ˈfɪ.ʃən
flags,flægz
flanked,flæŋkt
flared,flɛrd
flask,flæsk
flemish,ˈflɛ.mɪʃ
florence,ˈflɔ.rəns
flourish,ˈflɝ.ɪʃ
flows,floʊz
fluent,ˈflu.ənt
foggy,ˈfɑ.gi
fools,fulz
forbids,fɔˈbɪdz
forecasts,fɔrˈkæs
foresight,ˈfɔrˌsaɪt
forestall,fɔrˈstɔl
formosa,fɔrˈmoʊ.sə
fragmentation,ˌfræg.mənˈteɪ.ʃən
fran,fræn
franchise,ˈfrænˌtʃaɪz
frauds,frɔdz
freer,ˈfri.ɚ
freeway,ˈfriˌweɪ
freeways,ˈfriˌweɪz
frigid,ˈfrɪ.dʒəd
frontiers,frənˈtɪrz
froze,froʊz
fruitless,ˈfrut.ləs
fullest,ˈfʊ.ləst
fumbled,ˈfʌm.bəld
fumes,fjumz
fundamentals,ˌfʌn.dəˈmɛ.nəlz
furnishes,ˈfɝ.nɪ.ʃɪz
furrow,ˈfɝ.oʊ
furs,fɝz
fuse,fjuz
gabriel's,ˈgeɪ.bri.əlz
gaily,ˈgeɪ.li
gal,gæl
gallant,ˈgæ.lənt
gamblers,ˈgæm.blɚz
gamma,ˈgæ.mə
gantry,ˈgæn.tri
garages,gɚˈɑ.ʒɪz
garrison,ˈgæ.rɪ.sən
gary,ˈgæ.ri
gasped,gæspt
gasping,ˈgæs.pɪŋ
gasps,gæsps
gehrig,ˈgɛ.rɪg
generalize,ˈdʒɛ.nɚ.əˌlaɪz
generates,ˈdʒɛ.nɚˌeɪts
genetic,dʒəˈnɛ.tɪk
genial,ˈdʒin.jəl
geography,dʒiˈɑ.grə.fi
geology,dʒiˈɑ.lə.dʒi
gertrude,ˈgɝ.trud
ghettos,ˈgɛ.toʊz
ghosts,goʊsts
ginning,ˈdʒɪ.nɪŋ
girlish,ˈgɝ.lɪʃ
givin',ˈkɑn.fə.dəns
glamorous,ˈglæ.mə.rəs
glamour,ˈglæ.mɚ
glances,ˈglæn.sɪz
glared,glɛrd
glazed,gleɪzd
glimpsed,glɪmpst
glinting,ˈglɪn.tɪŋ
glitter,ˈglɪ.tɚ
godot,gəˈdoʊ
gotta,ˈgɑ.tə
grabbing,ˈgræ.bɪŋ
grabski,ˈgræbˌski
gradients,ˈgreɪ.di.ənts
grady,ˈgreɪ.di
grafton,ˈgræf.tən
grandson,ˈgrændˌsʌn
graphite,ˈgræˌfaɪt
greedy,ˈgri.di
greeks,griks
greens,grinz
greeting,ˈgri.tɪŋ
groom,grum
groping,ˈgroʊ.pɪŋ
grouped,grupt
guarded,ˈgɑr.dəd
gully,ˈgʌ.li
gushed,gʌʃt
gyros,ˈdʒaɪˌroʊz
habitual,həˈbɪ.tʃu.əl
hairy,ˈhɛ.ri
hammock,ˈhæ.mək
hamper,ˈhæm.pɚ
handwriting,ˈhænˌdraɪ.tɪŋ
happenings,ˈhæ.pə.nɪŋz
hardships,ˈhɑrd.ʃɪps
harmless,ˈhɑrm.ləs
harmonious,hɑrˈmoʊ.ni.əs
harper's,ˈhɑr.pɚz
harshly,ˈhɑrʃ.li
hartman,ˈhɑrt.mən
hartsfield,ˈhɑrtsˌfild
hasty,ˈheɪ.sti
hatch,hætʃ
haul,hɔl
hayes,heɪz
hazardous,ˈhæ.zɚ.dəs
hazy,ˈheɪ.zi
headache,ˈhɛdˌeɪk
helplessness,ˈhɛl.pləs.nəs
hemorrhage,ˈhɛ.mɚ.ɪdʒ
herford,ˈhɝ.fɚd
heroine,ˈhɛ.roʊ.ən
hettie,ˈhɛ.ti
heywood,ˈheɪˌwʊd
hibachi,həˈbɑ.tʃi
hides,haɪdz
high-school,ˈkɑn.fə.dəns
high-speed,ˈkɑn.fə.dəns
hippodrome,ˈhɪ.pəˌdroʊm
hitch,hɪtʃ
hoarse,hɔrs
holders,ˈhoʊl.dɚz
holocaust,ˈhɑ.ləˌkɔst
homeland,ˈhoʊmˌlænd
homogeneity,ˌhɑ.mə.dʒəˈni.ə.ti
homozygous,ˌhoʊ.moʊˈzaɪ.gəs
hook,hʊk
hopped,hɑpt
horace,ˈhɔ.rəs
horse's,ˈhɔr.səz
horsepower,ˈhɔrˌspaʊ.ɚ
hoss,hɑs
host's,hoʊsts
hostilities,hɑˈstɪ.lə.tiz
hosts,hoʊsts
housewives,ˈhaʊˌswaɪvz
huh,hʌ
hum,hʌm
humane,hjuˈmeɪn
humanism,ˈhju.məˌnɪ.zəm
humility,hjuˈmɪ.lɪ.ti
huntley,ˈhʌnt.li
hurling,ˈhɝ.lɪŋ
hurtling,ˈhɝt.lɪŋ
hydrolysis,haɪˈdrɑ.lə.səs
identifiable,aɪˌdɛn.tɪˈfaɪ.ə.bəl
ignition,ɪgˈnɪ.ʃən
ignores,ɪgˈnɔrz
illuminating,ɪˈlu.məˌneɪ.tɪŋ
imitate,ˈɪ.məˌteɪt
immaculate,ɪˈmæk.ju.lɪt
immoral,ɪˈmɔ.rəl
impeded,ɪmˈpi.dɪd
impinging,ɪmˈpɪn.dʒɪŋ
implements,ˈɪm.plə.mənts
imposition,ˌɪm.pəˈzɪ.ʃən
impractical,ɪmˈpræk.tə.kəl
imputed,ɪmˈpju.tɪd
inaccurate,ɪˈnæk.jɚ.ət
incarnation,ˌɪn.kɑrˈneɪ.ʃən
incidental,ˌɪn.sɪˈdɛn.təl
incoming,ˈɪnˌkʌ.mɪŋ
inconsistent,ˌɪn.kənˈsɪs.tənt
incorrect,ɪn.kɚˈɛkt
incur,ɪnˈkɝ
indecision,ɪn.dɪˈsɪ.ʒən
indelible,ɪnˈdɛ.lɪ.bəl
indian's,ˈɪn.di.ənz
individualized,ˌɪn.dɪˈvɪ.dʒə.laɪzd
indoors,ˌɪnˈdɔrz
indulged,ɪnˈdʌldʒd
indulgence,ɪnˈdʌl.dʒəns
inert,ɪˈnɝt
infections,ɪnˈfɛk.ʃənz
inferiority,ˌɪn.fɪ.riˈɔ.rɪ.ti
inflation,ɪnˈfleɪ.ʃən
informally,ɪnˈfɔr.mə.li
ingenuity,ɪn.dʒəˈnu.ə.ti
inhibited,ɪnˈhɪ.bə.tɪd
initiate,ɪˈnɪ.ʃiˌeɪt
injecting,ɪnˈdʒɛk.tɪŋ
injunctions,ɪnˈdʒʌŋk.ʃənz
inquest,ˈɪnˌkwɛst
inquiring,ɪnˈkwaɪ.ɚ.ɪŋ
inscrutable,ɪnsˈkru.tə.bəl
insecurity,ˌɪn.sɪkˈjʊ.rɪ.ti
insignificant,ˌɪn.sɪgˈnjɪ.fɪ.kənt
installing,ɪnˈstɔ.lɪŋ
installment,ɪnˈstɔl.mənt
instantaneous,ˌɪn.stənˈtæ.ni.əs
intellect,ˈɪ.nəˌlɛkt
intellectually,ˌɪ.nəˈlɛk.tʃə.li
intensities,ˈkɑn.fə.dəns
intentional,ɪnˈtɛn.ʃə.nəl
intercontinental,ˌɪn.tɚˌkɑn.təˈnɛn.təl
interfaces,ˈɪ.nɚˌfeɪ.sɪz
interfered,ˌɪ.nɚˈfɪrd
interlude,ˈɪn.tɚˌlud
intermediates,ˌɪ.nɚˈmi.di.əts
interrelated,ˌɪn.tɚ.rɪˈleɪ.tɪd
interstellar,ˌɪn.tɚˈstɛ.lɚ
intimated,ˈɪn.təˌmeɪ.tɪd
intimidation,ɪnˌtɪ.mɪˈdeɪ.ʃən
intrinsic,ɪnˈtrɪn.sɪk
invade,ɪnˈveɪd
invaders,ɪnˈveɪ.dɚz
invaluable,ɪnˈvæl.jə.bəl
inverse,ˌɪnˈvɝs
inversely,ɪnˈvɝ.sli
ironing,ˈaɪ.ɚ.nɪŋ
irradiated,ɪˈreɪ.diˌeɪ.tɪd
irregularly,ɪˈrɛg.jə.lɚ.li
irritable,ˈɪ.rə.tə.bəl
irritated,ˈɪ.rəˌteɪ.təd
isle,aɪl
isolating,ˈaɪ.səˌleɪ.tɪŋ
istanbul,ˌɪ.stɑnˈbul
itch,ɪtʃ
jacoby,dʒəˈkoʊ.bi
jagged,ˈdʒæ.gəd
jaguar,ˈdʒæˌgwɑr
jason,ˈdʒeɪ.sən
jefferson's,ˈdʒɛ.fɚ.sənz
jerome,dʒɚˈoʊm
jockey,ˈdʒɑ.ki
joe's,dʒoʊz
joking,ˈdʒoʊ.kɪŋ
jonathan,ˈdʒɑ.nə.θən
journals,ˈdʒɝ.nəlz
joyous,ˈdʒɔɪ.əs
justifiably,ˈdʒʌs.təˌfaɪ.ə.bli
justly,ˈdʒʌst.li
kafka,ˈkɑf.kə
kappa,ˈkæ.pə
kemble,ˈkɛm.bəl
kerr,kɝ
kidneys,ˈkɪd.niz
kinda,ˈkaɪ.nə
kindness,ˈkaɪnd.nəs
kingston,ˈkɪŋ.stən
kitchens,ˈkɪ.tʃənz
kitten,ˈkɪ.tən
kittens,ˈkɪ.tənz
kneel,nil
kneeling,ˈni.lɪŋ
knocking,ˈnɑ.kɪŋ
knox,nɑks
koreans,kɔˈri.ənz
kruger,ˈkru.gɚ
labored,ˈleɪ.bɚd
lady's,ˈleɪ.diz
landscapes,ˈlændˌskeɪps
larson,ˈlɑr.sən
las,ˈɛˈleɪˈɛs
latch,lætʃ
latitude,ˈlæ.təˌtud
laundry,ˈlɔn.dri
lavender,ˈlæ.vən.dɚ
lawns,lɔnz
leaked,likt
left-hand,ˈkɑn.fə.dəns
legacy,ˈlɛ.gə.si
legally,ˈli.gə.li
leisurely,ˈli.zɚ.li
lenses,ˈlɛn.zəz
lent,lɛnt
leon,ˈli.ɑn
leona,ˈli.oʊ.nə
lessen,ˈlɛ.sən
lethal,ˈli.θəl
lets,lɛts
lewis's,ˈlu.ɪ.sɪz
liberation,ˌlɪ.bɚˈeɪ.ʃən
librarian,laɪˈbrɛ.ri.ən
lids,lɪdz
lieu,lu
lightweight,ˈlaɪt.weɪt
lillian,ˈlɪ.li.ən
limb,lɪm
limbs,lɪmz
lincoln's,ˈlɪŋ.kənz
lingering,ˈlɪŋ.gɚ.ɪŋ
linguistics,lɪŋˈgwɪs.tɪks
lipton,ˈlɪp.tən
liquidated,ˈlɪ.kwɪˌdeɪ.tɪd
livelihood,ˈlaɪv.liˌhʊd
livery,ˈlɪ.vɚ.i
loadings,ˈloʊ.dɪŋz
lobes,loʊbz
locality,loʊˈkæ.lə.ti
lodging,ˈlɑ.dʒɪŋ
lofty,ˈlɔf.ti
logging,ˈlɔ.gɪŋ
longhorns,ˈlɔŋˌhɔrnz
louise,luˈiz
loveless,ˈlʌv.ləs
lowering,ˈloʊ.ɚ.ɪŋ
lucian,ˈlu.ʃən
lukewarm,ˈlu.kwɔrm
lullaby,ˈlʌ.ləˌbaɪ
lurched,lɝtʃt
lush,lʌʃ
lust,lʌst
luther,ˈlu.θɚ
lyford,ˈlɪ.fɚd
lynn,lɪn
ma'am,mæm
machinist,məˈʃi.nəst
madrigal,ˈmæ.drə.gəl
maguire,məˈgwaɪr
make-up,ˈmeɪˌkʌp
mammalian,məˈmeɪ.li.ən
maneuver,məˈnu.vɚ
mania,ˈmeɪ.ni.ə
manifestly,ˈmæ.nə.fɛst.li
manor,ˈmæ.nɚ
manu,ˈmɑˌnu
marker,ˈmɑr.kɚ
marrow,ˈmɛ.roʊ
marsden,ˈmɑrs.dən
marshes,ˈmɑr.ʃəz
martha,ˈmɑr.θə
martian,ˈmɑr.ʃən
mastered,ˈmæs.tɚd
mat,mæt
materially,məˈtɪ.ri.ə.li
maternal,məˈtɝ.nəl
mathematically,ˌmæ.θəˈmæ.tɪ.kə.li
mattered,ˈmæ.tɚd
maximizing,ˈmæk.səˌmaɪ.zɪŋ
mayer,ˈmeɪ.ɚ
measurable,ˈmɛ.ʒɚ.ə.bəl
mechanic,məˈkæ.nɪk
mechanized,ˈmɛ.kəˌnaɪzd
medicines,ˈmɛ.də.sənz
mediocre,ˌmi.diˈoʊ.kɚ
mee,mi
melodic,məˈlɑ.dɪk
menu,ˈmɛ.nju
mergers,ˈmɝ.dʒɚz
merging,ˈmɝ.dʒɪŋ
merited,ˈmɛ.rɪ.tɪd
metaphor,ˈmɛ.tə.fɔr
microns,ˈmaɪˌkrɑnz
midday,ˈmɪdˌdeɪ
migration,maɪˈgreɪ.ʃən
millie,ˈmɪ.li
milligram,ˈmɪ.ləˌgræm
min,mɪn
mindful,ˈmaɪnd.fəl
mineralogy,ˌmɪ.nɚˈɑ.lə.dʒi
miners,ˈmaɪ.nɚz
minimized,ˈmɪ.nəˌmaɪzd
mink,mɪŋk
minorities,məˈnɔ.rə.tiz
minors,ˈmaɪ.nɚz
minutemen,ˈmɪ.nətˌmɛn
mischief,ˈmɪs.tʃəf
misdeeds,mɪsˈdidz
misgivings,mɪsˈgɪ.vɪŋz
misses,ˈmɪ.səz
mistress,ˈmɪs.trəs
misuse,ˌmɪsˈjus
mobilization,ˌmoʊ.bə.ləˈzeɪ.ʃən
mocking,ˈmɑ.kɪŋ
moliere's,moʊlˈjɛrz
moll,mɑl
molly,ˈmɑ.li
moment's,ˈmoʊ.mənts
momentarily,ˌmoʊ.mənˈtɛ.rə.li
monopolies,məˈnɑ.pə.liz
monte,ˈmɑn.ti
months',mʌnθs
monumental,ˌmɑn.jəˈmɛ.nəl
moody,ˈmu.di
moriarty,ˌmɔ.riˈɑr.ti
morocco,mɚˈɑ.koʊ
morphological,ˌmɔr.fəˈlɑ.dʒɪ.kəl
mortgages,ˈmɔr.gə.dʒəz
motifs,moʊˈtifs
motivations,ˌmoʊ.təˈveɪ.ʃənz
motorists,ˈmoʊ.tɚ.əsts
mucosa,mjuˈkoʊ.sə
mumbled,ˈmʌm.bəld
murderers,ˈmɝ.dɚ.ɚz
murky,ˈmɝ.ki
mustache,ˈmʌsˌtæʃ
mustn't,ˈmʌ.sənt
mystical,ˈmɪs.tɪ.kəl
mystique,mɪˈstik
nancy,ˈnæn.si
nasty,ˈnæs.ti
nate,neɪt
nathan,ˈneɪ.θən
nationwide,ˈneɪ.ʃən.waɪd
necessitate,nəˈsɛ.səˌteɪt
needham,ˈni.dəm
needing,ˈni.dɪŋ
negation,nəˈgeɪ.ʃən
neglecting,nɪˈglɛk.tɪŋ
nehru,ˈneɪˌru
nephews,ˈnɛf.juz
neutralism,ˈnu.trəˌlɪ.zəm
neutralized,ˈnu.trəˌlaɪzd
noblest,ˈnoʊ.blɪst
nondescript,ˌnɑn.dɪsˈkrɪpt
northerners,ˈnɔr.ðɚ.nɚz
northward,ˈnɔrθ.wɚd
noticing,ˈnoʊ.tɪ.sɪŋ
nourished,ˈnɝ.ɪʃt
novelty,ˈnɑ.vəl.ti
nugent,ˈnu.dʒənt
nuisance,ˈnu.səns
nutrients,ˈnu.tri.ənts
o'connor,oʊˈkɑ.nɚ
oakwood,ˈoʊˌkwʊd
obesity,əˈbi.sə.ti
obnoxious,ɑbˈnɑk.ʃəs
obscurity,əbˈskjʊ.rə.ti
obsessed,əbˈsɛst
obsession,əbˈsɛ.ʃən
obsolete,ˈɑb.səˌlit
occasioned,əˈkeɪ.ʒənd
ok,oʊˈkeɪ
ole,oʊl
olive,ˈɑ.ləv
one-man,ˈkɑn.fə.dəns
oneself,ˌwʌnˈsɛlf
operatic,ˌɑ.pɚˈæ.tɪk
oppressed,əˈprɛst
option,ˈɑp.ʃən
orator,ˈɔ.rə.tɚ
orchards,ˈɔr.tʃɚdz
organizational,ˌɔr.gə.nəˈzeɪ.ʃə.nəl
oriole,ˈɔ.riˌoʊl
oslo,ˈɑz.loʊ
otter,ˈɑ.tɚ
outing,ˈaʊ.tɪŋ
outputs,ˈaʊtˌpʊts
outreach,ˈaʊˌtritʃ
overalls,ˈoʊ.vɚˌɔlz
overcoat,ˈoʊ.vɚˌkoʊt
overrun,ˈoʊ.vɚˌrʌn
overthrow,ˌoʊ.vɚˈθroʊ
overture,ˈoʊ.vɚ.tʃɚ
overweight,ˌoʊ.vɚˈweɪt
owes,oʊz
pact,pækt
padded,ˈpæ.dəd
pads,pædz
pageants,ˈpæ.dʒənts
palaces,ˈpæ.lə.səz
palette,ˈpæ.lət
pantheon,ˈpæn.θiˌɑn
parole,pɚˈoʊl
parsons,ˈpɑr.sənz
parted,ˈpɑr.təd
particulars,pɚˈtɪk.jə.lɚz
patched,pætʃt
patrice,pəˈtris
patterson,ˈpæ.tɚ.sən
paved,peɪvd
peacefully,ˈpis.fə.li
peanuts,ˈpi.nəts
peck,pɛk
peddler,ˈpɛd.lɚ
pedestal,ˈpɛ.də.stəl
peeled,pild
pelham,ˈpɛ.ləm
penance,ˈpɛ.nəns
pendleton,ˈpɛn.dəl.tən
penn,pɛn
pennies,ˈpɛ.niz
perfected,pɚˈfɛk.təd
periodicals,ˌpɪ.riˈɑ.dɪ.kəlz
periphery,pɚˈɪ.fɚ.i
permissive,pɚˈmɪ.sɪv
perpetuate,pɚˈpɛ.tʃəwˌeɪt
persuading,pɚˈsweɪ.dɪŋ
pertaining,pɚˈteɪ.nɪŋ
pertains,pɚˈteɪnz
perverse,pɚˈvɝs
petersburg,ˈpi.tɚz.bɚg
phalanx,ˈfeɪ.læŋks
pharmacy,ˈfɑr.mə.si
philippi,fɪˈlɪ.pi
phoned,foʊnd
phonology,fəˈnɑ.ləˌdʒi
photo,ˈfoʊˌtoʊ
photographer,fəˈtɑ.grə.fɚ
